1,'','','caid=2',0,2,1,'1451353183,1447209542,1438414804,1438414804,',0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,'','','caid=2&ccid1=207&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,207,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
3,'','','caid=2&ccid1=207&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,207,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
4,'','','caid=2&ccid1=207&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,207,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
5,'','','caid=2&ccid1=207&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,207,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
6,'','','caid=2&ccid1=207&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,207,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
7,'','','caid=2&ccid1=208&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,208,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
8,'','','caid=2&ccid1=208&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,208,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
9,'','','caid=2&ccid1=208&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,208,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
10,'','','caid=2&ccid1=208&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,208,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
11,'','','caid=2&ccid1=208&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,208,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
12,'','','caid=2&ccid1=209&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,209,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
13,'','','caid=2&ccid1=209&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,209,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
14,'','','caid=2&ccid1=209&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,209,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
15,'','','caid=2&ccid1=209&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,209,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
16,'','','caid=2&ccid1=209&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,209,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
17,'','','caid=2&ccid1=210&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,210,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
18,'','','caid=2&ccid1=210&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,210,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
19,'','','caid=2&ccid1=210&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,210,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
20,'','','caid=2&ccid1=210&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,210,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
21,'','','caid=2&ccid1=210&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,210,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
22,'','','caid=2&ccid1=211&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,211,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
23,'','','caid=2&ccid1=211&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,211,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
24,'','','caid=2&ccid1=211&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,211,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
25,'','','caid=2&ccid1=211&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,211,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
26,'','','caid=2&ccid1=211&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,211,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
27,'','','caid=2&ccid1=212&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,212,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
28,'','','caid=2&ccid1=212&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,212,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
29,'','','caid=2&ccid1=212&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,212,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
30,'','','caid=2&ccid1=212&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,212,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
31,'','','caid=2&ccid1=212&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,212,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
32,'','','caid=2&ccid1=213&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,213,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
33,'','','caid=2&ccid1=213&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,213,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
34,'','','caid=2&ccid1=213&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,213,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
35,'','','caid=2&ccid1=213&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,213,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
36,'','','caid=2&ccid1=213&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,213,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
37,'','','caid=2&ccid1=214&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,214,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
38,'','','caid=2&ccid1=214&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,214,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
39,'','','caid=2&ccid1=214&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,214,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
40,'','','caid=2&ccid1=214&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,214,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
41,'','','caid=2&ccid1=214&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,214,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
42,'','','caid=2&ccid1=215&ccid17=164',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,215,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
43,'','','caid=2&ccid1=215&ccid17=166',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,215,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
44,'','','caid=2&ccid1=215&ccid17=167',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,215,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
45,'','','caid=2&ccid1=215&ccid17=168',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,215,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
46,'','','caid=2&ccid1=215&ccid17=169',0,2,3,'1438414805,1438414805,1438414805,1438414805,1438414805,1438414805,',0,0,3,0,0,215,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
